,property,units,n_points,value,PID,formula,polymername
1,Glass transition temp.,C,2,100.5,P430159,C20H15NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(butane-1,4-diol))"
2,Melting temp.,C,3,257.0,P430159,C20H15NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(butane-1,4-diol))"
1,Glass transition temp.,C,2,90.0,P430160,C21H17NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(pentane-1,5-diol))"
2,Melting temp.,C,2,151.0,P430160,C21H17NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(pentane-1,5-diol))"
1,Glass transition temp.,C,2,80.5,P430161,C22H19NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(hexane-1,6-diol))"
2,Melting temp.,C,3,213.0,P430161,C22H19NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(hexane-1,6-diol))"
1,Glass transition temp.,C,1,77.0,P430162,C23H21NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(heptane-1,7-diol))"
2,Melting temp.,C,3,147.5,P430162,C23H21NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(heptane-1,7-diol))"
1,Glass transition temp.,C,1,65.0,P430163,C24H23NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(octane-1,8-diol))"
2,Melting temp.,C,3,187.5,P430163,C24H23NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(octane-1,8-diol))"
1,Glass transition temp.,C,1,62.0,P430164,C25H25NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(nonane-1,9-diol))"
2,Melting temp.,C,3,136.5,P430164,C25H25NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(nonane-1,9-diol))"
1,Glass transition temp.,C,2,58.0,P430165,C26H27NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(decane-1,10-diol))"
2,Melting temp.,C,3,147.0,P430165,C26H27NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(decane-1,10-diol))"
1,Glass transition temp.,C,1,49.0,P430166,C27H29NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(undecane-1,11-diol))"
2,Melting temp.,C,1,157.0,P430166,C27H29NO6,"poly({N-[4-(chloroformyl)phenyl]-4-(chloroformyl)phthalimide}-alt-(undecane-1,11-diol))"
1,Glass transition temp.,C,5,48.0,P430167,C28H31NO6,"poly((dodecane-1,12-diol)-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
2,Melting temp.,C,7,153.5,P430167,C28H31NO6,"poly((dodecane-1,12-diol)-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
1,Glass transition temp.,C,1,268.0,P430173,C63H36N2O10,"poly(phenolphthalein-alt-{4,4'-bis(4-fluorobenzoyl)-N,N'-[methylenebis(4,1-phenylene)]diphthalimide})"
1,Glass transition temp.,C,1,260.0,P430178,C62H34N2O11,"poly(phenolphthalein-alt-{4,4'-bis(4-fluorobenzoyl)-N,N'-[oxybis(4,1-phenylene)]diphthalimide})"
1,Glass transition temp.,C,1,200.0,P430194,C45H28N2O9,"poly((4,4'-oxydianiline)-alt-{4,4'-[(1-methylethane-1,1-diyl)bis(1,4-phenylene)dioxybis(carbonyl)]bis(phthalic anhydride)})"
1,Glass transition temp.,C,1,39.0,P430353,C26H27NO6S2,"poly({3,3'-[butane-1,4-diylbis(sulfanediyl)]dipropanol}-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
2,Melting temp.,C,3,122.5,P430353,C26H27NO6S2,"poly({3,3'-[butane-1,4-diylbis(sulfanediyl)]dipropanol}-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
1,Glass transition temp.,C,1,31.0,P430354,C28H31NO6S2,"poly({3,3'-[hexane-1,6-diylbis(sulfanediyl)]dipropanol}-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
2,Melting temp.,C,1,92.0,P430354,C28H31NO6S2,"poly({3,3'-[hexane-1,6-diylbis(sulfanediyl)]dipropanol}-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
1,Glass transition temp.,C,1,101.0,P430355,C20H15NO7,"poly((2,2'-oxydiethanol)-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
2,Melting temp.,C,1,138.0,P430355,C20H15NO7,"poly((2,2'-oxydiethanol)-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
1,Glass transition temp.,C,1,63.0,P430356,C22H19NO8,"poly([2,2'-(ethylenedioxy)diethanol]-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
2,Melting temp.,C,1,106.0,P430356,C22H19NO8,"poly([2,2'-(ethylenedioxy)diethanol]-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
1,Glass transition temp.,C,1,52.0,P430362,C24H23NO9,"poly({2,2'-[oxybis(ethyleneoxy)]diethanol}-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
2,Melting temp.,C,1,101.0,P430362,C24H23NO9,"poly({2,2'-[oxybis(ethyleneoxy)]diethanol}-alt-{ethyl 2-[4-(ethoxycarbonyl)phenyl]-1,3-dioxoisoindoline-5-carboxylate})"
1,Glass transition temp.,C,1,46.0,P432063,C36H42N2O10S,"poly({6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexane-1-ol}-alt-(dimethyl octanedioate))"
1,Glass transition temp.,C,1,72.0,P432064,C38H46N2O10S,"poly({6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexanol}-alt-(dimethyl decanedioate))"
1,Glass transition temp.,C,1,19.0,P432065,C48H66N2O10S,"poly({6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexane-1-ol}-alt-(dimethyl icosanedioate))"
2,Melting temp.,C,1,148.0,P432065,C48H66N2O10S,"poly({6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexane-1-ol}-alt-(dimethyl icosanedioate))"
1,Melting temp.,C,1,425.0,P432074,C30H22N2O8,"poly{[4,4'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bisbutyric acid]-alt-(4,4'-diacetoxybiphenyl)}"
1,Melting temp.,C,1,418.0,P432075,C32H26N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,6-bis(4-carboxybutyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
1,Melting temp.,C,1,360.0,P432076,C34H30N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,6-bis(5-carboxypentyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
1,Melting temp.,C,1,260.0,P432077,C44H50N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,6-bis(10-carboxydecyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
1,Melting temp.,C,1,239.0,P432078,C46H54N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,6-bis(11-carboxyundecyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
1,Glass transition temp.,C,1,78.0,P432079,C29H28N2O8,"poly{(methylhydroquinone diacetate)-alt-[2,6-bis(5-carboxypentyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
2,Melting temp.,C,1,214.0,P432079,C29H28N2O8,"poly{(methylhydroquinone diacetate)-alt-[2,6-bis(5-carboxypentyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
1,Glass transition temp.,C,1,87.0,P432080,C28H25ClN2O8,"poly{(methylhydroquinone diacetate)-alt-[2,6-bis(5-carboxypentyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
2,Melting temp.,C,1,225.0,P432080,C28H25ClN2O8,"poly{(methylhydroquinone diacetate)-alt-[2,6-bis(5-carboxypentyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}"
1,Glass transition temp.,C,1,82.0,P432081,C34H30N2O8,"poly{(biphenyl-2,5-diyl diacetate)-alt-[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoic acid]}"
1,Glass transition temp.,C,1,91.0,P432082,C34H30N2O9,"poly{[oxybis(4,1-phenylene) diacetate]-alt-[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoic acid]}"
2,Melting temp.,C,1,238.0,P432082,C34H30N2O9,"poly{[oxybis(4,1-phenylene) diacetate]-alt-[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoic acid]}"
1,Glass transition temp.,C,1,98.0,P432083,C32H28N2O8,"poly{(2,7-diacetoxynaphthalene)-alt-[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoic acid]}"
1,Melting temp.,C,1,319.0,P432084,C32H28N2O8,"poly{[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bishexanoic acid]-alt-(naphthalene-2,6-diyl diacetate)}"
1,Glass transition temp.,C,1,66.0,P432085,C42H48N2O8,"poly{[11,11'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bisundecanoic acid]-alt-(naphthalene-2,6-diyl diacetate)}"
2,Melting temp.,C,1,219.0,P432085,C42H48N2O8,"poly{[11,11'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bisundecanoic acid]-alt-(naphthalene-2,6-diyl diacetate)}"
1,Glass transition temp.,C,1,62.0,P432086,C44H52N2O8,"poly{[12,12'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bisdodecanoic acid]-alt-(naphthalene-2,6-diyl diacetate)}"
2,Melting temp.,C,1,211.0,P432086,C44H52N2O8,"poly{[12,12'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bisdodecanoic acid]-alt-(naphthalene-2,6-diyl diacetate)}"
1,Melting temp.,C,1,171.0,P432087,C20H18N2O8,"poly{[2,2'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)diacetic acid]-alt(hexane-1,6-diol)}"
1,Melting temp.,C,1,173.0,P432088,C26H30N2O8,"poly{[2,2'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)diacetic acid]-alt-(dodecane-1,12-diol}"
1,Melting temp.,C,3,133.5,P432089,C32H42N2O8,"poly{[dimethyl 6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoate]-alt-(decane-1,10-diol)}"
1,Melting temp.,C,1,126.0,P432090,C34H46N2O8,"poly{[dimethyl 6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoate]-alt-(dodecane-1,12-diol)}"
1,Glass transition temp.,C,1,105.0,P432152,C30H22N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-(p-phenylene diacetate))"
2,Melting temp.,C,2,292.0,P432152,C30H22N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-(p-phenylene diacetate))"
1,Glass transition temp.,C,1,105.0,P432153,C34H24N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-[2,6-(diacetyloxy)naphthalene])"
2,Melting temp.,C,2,307.5,P432153,C34H24N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-[2,6-(diacetyloxy)naphthalene])"
1,Glass transition temp.,C,1,109.0,P432154,C36H26N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-bis(acetyloxy)biphenyl])"
2,Melting temp.,C,2,309.5,P432154,C36H26N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-bis(acetyloxy)biphenyl])"
1,Glass transition temp.,C,1,118.0,P432155,C39H32N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-{4,4'-isopropylidenebis[(acetyloxy)benzene)]})"
1,Glass transition temp.,C,1,105.0,P432156,C36H26N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-(biphenyl-2,5-diyl diacetate))"
1,Glass transition temp.,C,1,56.0,P432157,C34H30N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-(p-phenylene diacetate))"
2,Melting temp.,C,1,184.0,P432157,C34H30N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-(p-phenylene diacetate))"
1,Glass transition temp.,C,1,68.0,P432158,C38H32N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-[2,6-(diacetyloxy)naphthalene])"
2,Melting temp.,C,1,200.0,P432158,C38H32N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-[2,6-(diacetyloxy)naphthalene])"
1,Glass transition temp.,C,1,70.0,P432159,C40H34N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-bis(acetyloxy)biphenyl])"
2,Melting temp.,C,2,236.0,P432159,C40H34N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-bis(acetyloxy)biphenyl])"
1,Glass transition temp.,C,1,60.0,P432160,C43H40N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-{4,4'-isopropylidenebis[(acetyloxy)benzene)]})"
1,Glass transition temp.,C,1,71.0,P432161,C40H34N2O10,"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-(biphenyl-2,5-diyl diacetate))"
1,Glass transition temp.,C,1,46.0,P432172,C49H49N5O10,"poly({diethyl 5-[(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)oxy]isophthate}-alt-[N,N'-bis(2-hydroxyethyl)pyromellitimide])"
2,Melting temp.,C,1,143.0,P432172,C49H49N5O10,"poly({diethyl 5-[(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)oxy]isophthate}-alt-[N,N'-bis(2-hydroxyethyl)pyromellitimide])"
1,Glass transition temp.,C,1,93.0,P432173,C55H53N5O10,"poly({diethyl 5-[(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)oxy]isophthate}-alt-[2,2'-bis(2-hydroxyethyl)-1,1',3,3'-tetraoxo[5,5'-biisoindoline]])"
1,Glass transition temp.,C,1,67.0,P432174,C61H57N5O10,"poly({diethyl 5-[(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)oxy]isophthate}-alt-{6,6'-[1,4-phenylenebis(1,3-dioxoisoindoline-5,2-diyl)]dihexanol})"
2,Melting temp.,C,1,120.0,P432174,C61H57N5O10,"poly({diethyl 5-[(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)oxy]isophthate}-alt-{6,6'-[1,4-phenylenebis(1,3-dioxoisoindoline-5,2-diyl)]dihexanol})"
1,Glass transition temp.,C,1,83.0,P432175,C55H53N5O12S,"poly({diethyl 5-[(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)oxy]isophthate}-alt-{6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexanol})"
1,Glass transition temp.,C,1,61.0,P432176,C55H53N5O11,"poly({diethyl 5-[(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)oxy]isophthate}-alt-{6,6'-[oxybis(1,3-dioxoisoindoline-5,2-diyl)]dihexanol})"
1,Glass transition temp.,C,1,130.0,P432213,C34H24N2O8,"poly{[2,2'-(2-methylpentane-1,5-diyl)bis(1,3-dioxoisoindoline-5-caboxylic acid)]-alt-(naphthalene-2,6-diyl diacetate)}"
2,Melting temp.,C,1,282.5,P432213,C34H24N2O8,"poly{[2,2'-(2-methylpentane-1,5-diyl)bis(1,3-dioxoisoindoline-5-caboxylic acid)]-alt-(naphthalene-2,6-diyl diacetate)}"
1,Glass transition temp.,C,1,155.0,P432214,C36H26N2O8,"poly{[2,2'-(2-methylpentane-1,5-diyl)bis(1,3-dioxoisoindoline-5-caboxylic acid)]-alt-[4,4'-bis(acetyloxy)biphenyl]}"
2,Melting temp.,C,1,367.5,P432214,C36H26N2O8,"poly{[2,2'-(2-methylpentane-1,5-diyl)bis(1,3-dioxoisoindoline-5-caboxylic acid)]-alt-[4,4'-bis(acetyloxy)biphenyl]}"
1,Glass transition temp.,C,1,280.0,P432245,C18H11NO6,poly{(ethylene glycol)-alt-[N-(p-carboxyphenyl) trimellitimide]}
2,Melting temp.,C,1,360.0,P432245,C18H11NO6,poly{(ethylene glycol)-alt-[N-(p-carboxyphenyl) trimellitimide]}
1,Glass transition temp.,C,1,220.0,P432246,C18H11NO6,poly{(ethylene glycol)-alt-[N-(m-carboxyphenyl) trimellitimide]}
2,Melting temp.,C,1,340.0,P432246,C18H11NO6,poly{(ethylene glycol)-alt-[N-(m-carboxyphenyl) trimellitimide]}
1,Glass transition temp.,C,2,44.0,P432355,C38H51NO6,"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyloxydocosane-1,22-diyloxycarbonyl-1,4-phenylene]"
2,Melting temp.,C,2,148.0,P432355,C38H51NO6,"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyloxydocosane-1,22-diyloxycarbonyl-1,4-phenylene]"
1,Glass transition temp.,C,1,189.0,P432357,C40H26N2O9,"poly((tert-butylhydroquinone)-alt-{2,2'-[oxydi(4,1-phenylene)]bis(1,3-dioxoisoindoline-5-carbonyl chloride))"
1,Glass transition temp.,C,1,212.0,P432358,C42H22N2O9,"poly(phenylhydroquinone-alt-{2,2'-[oxydi(4,1-phenylene)]bis(1,3-dioxoisoindoline-5-carbonyl chloride)})"
1,Glass transition temp.,C,1,246.0,P432360,C40H20N2O9,"poly((naphthalene-2,7-diol)-alt-{2,2'-[oxydi(4,1-phenylene)]bis(1,3-dioxoisoindoline-5-carbonyl chloride)})"
1,Glass transition temp.,C,1,232.0,P432361,C42H22N2O9,"poly((biphenyl-4,4'-diol)-alt-{2,2'-[oxydi(4,1-phenylene)]bis(1,3-dioxoisoindoline-5-carbonyl chloride)})"
1,Glass transition temp.,C,1,105.0,P432363,C42H38N2O9,"poly((dodecane-1,12-diol)-alt-{2,2'-[oxydi(4,1-phenylene)]bis(1,3-dioxoisoindoline-5-carbonyl chloride)})"
1,Glass transition temp.,C,1,160.0,P432364,C41H28N2O8,"poly((tert-butylhydroquinone)-alt-{1,1',3,3'-tetraoxo-2,2'-[methylenebis(4,1-phenylene)]diisoindoline-5-carbonyl chloride})"
1,Glass transition temp.,C,1,125.0,P432365,C55H48N2O10,"poly([4,4'-(dodecane-1,12-diyldioxy)diphenol]-alt-{1,1',3,3'-tetraoxo-2,2'-[methylenebis(4,1-phenylene)]diisoindoline-5-carbonyl chloride})"
2,Melting temp.,C,1,245.0,P432365,C55H48N2O10,"poly([4,4'-(dodecane-1,12-diyldioxy)diphenol]-alt-{1,1',3,3'-tetraoxo-2,2'-[methylenebis(4,1-phenylene)]diisoindoline-5-carbonyl chloride})"
1,Glass transition temp.,C,1,179.0,P432366,C40H26N2O10S,"poly((tert-butylhydroquinone)-alt-{4,4'-bis(chlorocarbonyl)-N,N'-[sulfonylbis(4,1-phenylene)]diphthalimide})"
1,Glass transition temp.,C,1,140.0,P432367,C54H46N2O12S,"poly([4,4'-(dodecane-1,12-diyldioxy)diphenol]-alt-{4,4'-bis(chlorocarbonyl)-N,N'-[sulfonylbis(4,1-phenylene)]diphthalimide})"
1,Melting temp.,C,2,330.0,P432451,C40H34N2O8,"poly[(1,1',3,3'-tetraoxo[5,5'-biisoindoline]-2,2'-diyl)-1,4-phenyleneoxydodecanedioyloxy-1,4-phenylene]"
1,Melting temp.,C,2,310.5,P432452,C44H42N2O8,"poly[(1,1',3,3'-tetraoxo[5,5'-biisoindoline]-2,2'-diyl}-1,4-phenyleneoxyhexadecanedioyloxy-1,4-phenylene]"
1,Glass transition temp.,C,1,135.0,P432453,C50H54N2O8,"poly[(1,1',3,3'-tetraoxo[5,5'-biisoindoline]-2,2'-diyl)-1,4-phenyleneoxydocosanedioyloxy-1,4-phenylene]"
2,Melting temp.,C,2,280.0,P432453,C50H54N2O8,"poly[(1,1',3,3'-tetraoxo[5,5'-biisoindoline]-2,2'-diyl)-1,4-phenyleneoxydocosanedioyloxy-1,4-phenylene]"
1,Tensile modulus,GPa,4,10.35,P432464,C24H9N3O6,"poly[(1,3,5,7-tetraoxo-5,7-dihydrobenzo[1,2-c:4,5-c']dipyrrole-2,6(1H,3H)-diyl)(4-oxo-4H-3,1-benzoxazine-6,2-diyl)-1,4-phenylene]"
1,Glass transition temp.,C,1,75.0,P432465,C21H17NO6,"poly{(methylhydroquinone diacetate)-alt-[1,3-dioxo-2-(4-carboxybutyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,57.0,P432466,C23H21NO6,"poly{(methylhydroquinone diacetate)-alt-[1,3-dioxo-2-(6-carboxyhexyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,113.0,P432487,C25H19NO6,"poly{[2,6-(diacetyloxy)naphthalene]-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,110.0,P432488,C30H27NO6,"poly({4,4'-isopropylidenebis[(acetyloxy)benzene)]}-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid])"
1,Glass transition temp.,C,1,104.0,P432489,C39H37NO6,"poly({4,4'-[1,4-phenylenebis(1-methylethane-1,1-diyl)]diphenyl diacetate}-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid])"
1,Glass transition temp.,C,1,122.0,P432490,C33H31NO6,"poly{[4,4'-(cyclohexane-1,1-diyl)diphenyl diacetate]-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,98.0,P432491,C31H31NO6,"poly{(naphthalene-2,6-diyl diacetate)-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,93.0,P432492,C36H39NO6,"poly{[4,4'-(1-methylethane-1,1-diyl)diphenyl diacetate]-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,97.0,P432493,C45H49NO6,"poly({4,4'-[1,4-phenylenebis(1-methylethane-1,1-diyl)]diphenyl diacetate}-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid])"
1,Glass transition temp.,C,1,96.0,P432494,C39H43NO6,"poly{[4,4'-(cyclohexane-1,1-diyl)diphenyl diacetate-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,114.0,P432495,C41H37NO8,"poly{(methylhydroquinone diacetate)-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,218.0,P432690,C38H18F6N4O8,"cyclization, functionalized poly((2,2'-diamino-4,4'-methylenedibenzoic acid)-alt-{N,N'-bis[(chloroformyl)methyl]-4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]diphthalimide})"
1,Glass transition temp.,C,1,45.0,P432720,C72H80N4O12,"poly([6,6'-(1,1',3,3'-tetraoxo[5,5'-biisoindoline-2,2'-diyl])dihexanol]-alt-{dimethyl 2,2'-[1,4-phenylenebis(1,3-dioxoisoindoline-5,1-diyl]diundecanoate})"
2,Melting temp.,C,2,123.0,P432720,C72H80N4O12,"poly([6,6'-(1,1',3,3'-tetraoxo[5,5'-biisoindoline-2,2'-diyl])dihexanol]-alt-{dimethyl 2,2'-[1,4-phenylenebis(1,3-dioxoisoindoline-5,1-diyl]diundecanoate})"
1,Glass transition temp.,C,1,41.0,P432721,C70H76N4O12,"poly([5,5'-(1,1',3,3'-tetraoxo[5,5'-biisoindoline-2,2'-diyl])dipentanol]-alt-{dimethyl 2,2'-[1,4-phenylenebis(1,3-dioxoisoindoline-5,1-diyl]diundecanoate})"
2,Melting temp.,C,1,140.0,P432721,C70H76N4O12,"poly([5,5'-(1,1',3,3'-tetraoxo[5,5'-biisoindoline-2,2'-diyl])dipentanol]-alt-{dimethyl 2,2'-[1,4-phenylenebis(1,3-dioxoisoindoline-5,1-diyl]diundecanoate})"
1,Glass transition temp.,C,1,289.0,P432783,C50H26F12N2O8,"poly[1,3-dioxoisoindoline-2,5-diylbis(trifluoromethyl)methylene-1,3-dioxoisoindoline-5,2-diyl-6-methyl-1,3-phenylenecarbonyloxy-1,4-phenylenebis(trifluoromethyl)methylene-1,4-phenyleneoxycarbonyl-4-methyl-1,3-phenylene]"
1,Glass transition temp.,C,1,335.0,P432784,C49H30F6N2O8,"poly[1,3-dioxoisoindoline-5,2-diyl-3,3',5,5'-tetramethylbiphenyl-4,4'-diyl-1,3-dioxoisoindoline-2,5-diylcarbonyloxy-1,4-phenylenebis(trifluoromethyl)methylene-1,4-phenyleneoxycarbonyl]"
